"video_shortname","Function_name",execution_count,exec_time_avg
"8.286421e+09","calc_RAPIQUE_features/deep_learning",8,8.593750e-02
"8.286421e+09","calc_RAPIQUE_features/temporal NSS",8,4.257812e-01
"8.286421e+09","clipValue",24,1.302083e-03
"8.286421e+09","convertRGBToHSI",0,NaN
"8.286421e+09","convertRGBToLAB",16,4.882812e-02
"8.286421e+09","convertRGBToLMS",0,NaN
"8.286421e+09","convertRGBToYuv",0,NaN
"8.286421e+09","convertYuvToRgb",24,5.208333e-03
"8.286421e+09","gauDerivative",80,1.953125e-04
"8.286421e+09","loadFileYuv",0,NaN
"8.286421e+09","progressbar",1,0
"8.286421e+09","rapique_basic_extractor",432,1.367188e-02
"8.286421e+09","RAPIQUE_spatial_features",16,4.218750e-01
"8.286421e+09","saveFileYuv",0,NaN
"1.161828e+10","calc_RAPIQUE_features",1,9.531250e+00
"1.161828e+10","calc_RAPIQUE_features/deep_learning",8,7.617188e-02
"1.161828e+10","calc_RAPIQUE_features/temporal NSS",8,3.789062e-01
"1.161828e+10","clipValue",24,0
"1.161828e+10","convertRGBToHSI",0,NaN
"1.161828e+10","convertRGBToLAB",16,4.101562e-02
"1.161828e+10","convertRGBToLMS",0,NaN
"1.161828e+10","convertRGBToYuv",0,NaN
"1.161828e+10","convertYuvToRgb",24,5.859375e-03
"1.161828e+10","gauDerivative",80,1.953125e-04
"1.161828e+10","loadFileYuv",0,NaN
"1.161828e+10","progressbar",1,1.562500e-02
"1.161828e+10","rapique_basic_extractor",432,1.211661e-02
"1.161828e+10","RAPIQUE_spatial_features",16,3.476562e-01
"1.161828e+10","saveFileYuv",0,NaN
"5.893120e+09","calc_RAPIQUE_features",1,1.096875e+01
"5.893120e+09","calc_RAPIQUE_features/deep_learning",8,7.226562e-02
"5.893120e+09","calc_RAPIQUE_features/temporal NSS",8,4.296875e-01
"5.893120e+09","clipValue",24,6.510417e-04
"5.893120e+09","convertRGBToHSI",0,NaN
"5.893120e+09","convertRGBToLAB",16,5.957031e-02
"5.893120e+09","convertRGBToLMS",0,NaN
"5.893120e+09","convertRGBToYuv",0,NaN
"5.893120e+09","convertYuvToRgb",24,3.255208e-03
"5.893120e+09","gauDerivative",80,1.953125e-04
"5.893120e+09","loadFileYuv",0,NaN
"5.893120e+09","progressbar",1,0
"5.893120e+09","rapique_basic_extractor",432,1.352720e-02
"5.893120e+09","RAPIQUE_spatial_features",16,4.130859e-01
"5.893120e+09","saveFileYuv",0,NaN
"6.913536e+09","calc_RAPIQUE_features",1,1.106250e+01
"6.913536e+09","calc_RAPIQUE_features/deep_learning",8,6.445312e-02
"6.913536e+09","calc_RAPIQUE_features/temporal NSS",8,4.199219e-01
"6.913536e+09","clipValue",24,1.953125e-03
"6.913536e+09","convertRGBToHSI",0,NaN
"6.913536e+09","convertRGBToLAB",16,4.492188e-02
"6.913536e+09","convertRGBToLMS",0,NaN
"6.913536e+09","convertRGBToYuv",0,NaN
"6.913536e+09","convertYuvToRgb",24,3.906250e-03
"6.913536e+09","gauDerivative",80,0
"6.913536e+09","loadFileYuv",0,NaN
"6.913536e+09","progressbar",1,0
"6.913536e+09","rapique_basic_extractor",432,1.417824e-02
"6.913536e+09","RAPIQUE_spatial_features",16,4.150391e-01
"6.913536e+09","saveFileYuv",0,NaN
"1.328807e+10","calc_RAPIQUE_features",1,1.228125e+01
"1.328807e+10","calc_RAPIQUE_features/deep_learning",8,9.179688e-02
"1.328807e+10","calc_RAPIQUE_features/temporal NSS",8,5.097656e-01
"1.328807e+10","clipValue",24,0
"1.328807e+10","convertRGBToHSI",0,NaN
"1.328807e+10","convertRGBToLAB",16,5.175781e-02
"1.328807e+10","convertRGBToLMS",0,NaN
"1.328807e+10","convertRGBToYuv",0,NaN
"1.328807e+10","convertYuvToRgb",24,2.604167e-03
"1.328807e+10","gauDerivative",80,0
"1.328807e+10","loadFileYuv",0,NaN
"1.328807e+10","progressbar",1,0
"1.328807e+10","rapique_basic_extractor",432,1.652922e-02
"1.328807e+10","RAPIQUE_spatial_features",16,4.414062e-01
"1.328807e+10","saveFileYuv",0,NaN
"5.355838e+09","calc_RAPIQUE_features",1,1.093750e+01
"5.355838e+09","calc_RAPIQUE_features/deep_learning",8,5.859375e-02
"5.355838e+09","calc_RAPIQUE_features/temporal NSS",8,4.355469e-01
"5.355838e+09","clipValue",24,1.302083e-03
"5.355838e+09","convertRGBToHSI",0,NaN
"5.355838e+09","convertRGBToLAB",16,5.468750e-02
"5.355838e+09","convertRGBToLMS",0,NaN
"5.355838e+09","convertRGBToYuv",0,NaN
"5.355838e+09","convertYuvToRgb",24,3.906250e-03
"5.355838e+09","gauDerivative",80,0
"5.355838e+09","loadFileYuv",0,NaN
"5.355838e+09","progressbar",1,0
"5.355838e+09","rapique_basic_extractor",432,1.432292e-02
"5.355838e+09","RAPIQUE_spatial_features",16,4.091797e-01
"5.355838e+09","saveFileYuv",0,NaN
"1.154062e+10","calc_RAPIQUE_features",1,9.875000e+00
"1.154062e+10","calc_RAPIQUE_features/deep_learning",8,6.835938e-02
"1.154062e+10","calc_RAPIQUE_features/temporal NSS",8,4.433594e-01
"1.154062e+10","clipValue",24,6.510417e-04
"1.154062e+10","convertRGBToHSI",0,NaN
"1.154062e+10","convertRGBToLAB",16,4.296875e-02
"1.154062e+10","convertRGBToLMS",0,NaN
"1.154062e+10","convertRGBToYuv",0,NaN
"1.154062e+10","convertYuvToRgb",24,2.604167e-03
"1.154062e+10","gauDerivative",80,0
"1.154062e+10","loadFileYuv",0,NaN
"1.154062e+10","progressbar",1,0
"1.154062e+10","rapique_basic_extractor",432,1.269531e-02
"1.154062e+10","RAPIQUE_spatial_features",16,3.398438e-01
"1.154062e+10","saveFileYuv",0,NaN
"3.407992e+09","calc_RAPIQUE_features",1,1.145312e+01
"3.407992e+09","calc_RAPIQUE_features/deep_learning",8,7.617188e-02
"3.407992e+09","calc_RAPIQUE_features/temporal NSS",8,4.804688e-01
"3.407992e+09","clipValue",24,0
"3.407992e+09","convertRGBToHSI",0,NaN
"3.407992e+09","convertRGBToLAB",16,4.199219e-02
"3.407992e+09","convertRGBToLMS",0,NaN
"3.407992e+09","convertRGBToYuv",0,NaN
"3.407992e+09","convertYuvToRgb",24,1.302083e-03
"3.407992e+09","gauDerivative",80,0
"3.407992e+09","loadFileYuv",0,NaN
"3.407992e+09","progressbar",1,0
"3.407992e+09","rapique_basic_extractor",432,1.475694e-02
"3.407992e+09","RAPIQUE_spatial_features",16,4.130859e-01
"3.407992e+09","saveFileYuv",0,NaN
"9.633321e+09","calc_RAPIQUE_features",1,1.118750e+01
