"video_shortname","Function_name",execution_count,exec_time_avg
"Animation_2160P-6f3b","RAPIQUE_spatial_features",40,1.183203e+00
"Animation_2160P-6f3b","saveFileYuv",0,NaN
"Animation_360P-08c9","calc_RAPIQUE_features",1,5.698438e+01
"Animation_360P-08c9","calc_RAPIQUE_features/deep_learning",20,3.359375e-01
"Animation_360P-08c9","calc_RAPIQUE_features/temporal NSS",20,7.281250e-01
"Animation_360P-08c9","clipValue",60,6.770833e-03
"Animation_360P-08c9","convertRGBToHSI",0,NaN
"Animation_360P-08c9","convertRGBToLAB",40,1.726563e-01
"Animation_360P-08c9","convertRGBToLMS",0,NaN
"Animation_360P-08c9","convertRGBToYuv",0,NaN
"Animation_360P-08c9","convertYuvToRgb",60,2.109375e-02
"Animation_360P-08c9","gauDerivative",200,0
"Animation_360P-08c9","loadFileYuv",0,NaN
"Animation_360P-08c9","progressbar",1,1.562500e-02
"Animation_360P-08c9","rapique_basic_extractor",1080,2.368345e-02
"Animation_360P-08c9","RAPIQUE_spatial_features",40,8.359375e-01
"Animation_360P-08c9","saveFileYuv",0,NaN
"Animation_360P-188f","calc_RAPIQUE_features",1,5.325000e+01
"Animation_360P-188f","calc_RAPIQUE_features/deep_learning",20,3.453125e-01
"Animation_360P-188f","calc_RAPIQUE_features/temporal NSS",20,6.875000e-01
"Animation_360P-188f","clipValue",60,5.989583e-03
"Animation_360P-188f","convertRGBToHSI",0,NaN
"Animation_360P-188f","convertRGBToLAB",40,1.714844e-01
"Animation_360P-188f","convertRGBToLMS",0,NaN
"Animation_360P-188f","convertRGBToYuv",0,NaN
"Animation_360P-188f","convertYuvToRgb",60,2.057292e-02
"Animation_360P-188f","gauDerivative",200,7.812500e-05
"Animation_360P-188f","loadFileYuv",0,NaN
"Animation_360P-188f","progressbar",1,1.562500e-02
"Animation_360P-188f","rapique_basic_extractor",1080,2.070312e-02
"Animation_360P-188f","RAPIQUE_spatial_features",40,7.582031e-01
"Animation_360P-188f","saveFileYuv",0,NaN
"Animation_360P-24d4","calc_RAPIQUE_features",1,3.793750e+01
"Animation_360P-24d4","calc_RAPIQUE_features/deep_learning",20,3.312500e-01
"Animation_360P-24d4","calc_RAPIQUE_features/temporal NSS",20,5.062500e-01
"Animation_360P-24d4","clipValue",60,2.343750e-03
"Animation_360P-24d4","convertRGBToHSI",0,NaN
"Animation_360P-24d4","convertRGBToLAB",40,8.320313e-02
"Animation_360P-24d4","convertRGBToLMS",0,NaN
"Animation_360P-24d4","convertRGBToYuv",0,NaN
"Animation_360P-24d4","convertYuvToRgb",60,7.291667e-03
"Animation_360P-24d4","gauDerivative",200,0
"Animation_360P-24d4","loadFileYuv",0,NaN
"Animation_360P-24d4","progressbar",1,0
"Animation_360P-24d4","rapique_basic_extractor",1080,1.600116e-02
"Animation_360P-24d4","RAPIQUE_spatial_features",40,5.039062e-01
"Animation_360P-24d4","saveFileYuv",0,NaN
"Animation_360P-3e40","calc_RAPIQUE_features",1,5.612500e+01
"Animation_360P-3e40","calc_RAPIQUE_features/deep_learning",20,3.515625e-01
"Animation_360P-3e40","calc_RAPIQUE_features/temporal NSS",20,7.195312e-01
"Animation_360P-3e40","clipValue",60,4.427083e-03
"Animation_360P-3e40","convertRGBToHSI",0,NaN
"Animation_360P-3e40","convertRGBToLAB",40,1.789062e-01
"Animation_360P-3e40","convertRGBToLMS",0,NaN
"Animation_360P-3e40","convertRGBToYuv",0,NaN
"Animation_360P-3e40","convertYuvToRgb",60,2.057292e-02
"Animation_360P-3e40","gauDerivative",200,0
"Animation_360P-3e40","loadFileYuv",0,NaN
"Animation_360P-3e40","progressbar",1,0
"Animation_360P-3e40","rapique_basic_extractor",1080,2.230903e-02
"Animation_360P-3e40","RAPIQUE_spatial_features",40,8.117188e-01
"Animation_360P-3e40","saveFileYuv",0,NaN
"Animation_360P-3e52","calc_RAPIQUE_features",1,5.465625e+01
"Animation_360P-3e52","calc_RAPIQUE_features/deep_learning",20,3.367188e-01
"Animation_360P-3e52","calc_RAPIQUE_features/temporal NSS",20,7.437500e-01
"Animation_360P-3e52","clipValue",60,4.166667e-03
"Animation_360P-3e52","convertRGBToHSI",0,NaN
"Animation_360P-3e52","convertRGBToLAB",40,1.613281e-01
"Animation_360P-3e52","convertRGBToLMS",0,NaN
"Animation_360P-3e52","convertRGBToYuv",0,NaN
"Animation_360P-3e52","convertYuvToRgb",60,1.979167e-02
"Animation_360P-3e52","gauDerivative",200,0
"Animation_360P-3e52","loadFileYuv",0,NaN
"Animation_360P-3e52","progressbar",1,0
"Animation_360P-3e52","rapique_basic_extractor",1080,2.304688e-02
"Animation_360P-3e52","RAPIQUE_spatial_features",40,7.734375e-01
"Animation_360P-3e52","saveFileYuv",0,NaN
"Animation_360P-47cc","calc_RAPIQUE_features",1,5.723438e+01
"Animation_360P-47cc","calc_RAPIQUE_features/deep_learning",20,3.484375e-01
"Animation_360P-47cc","calc_RAPIQUE_features/temporal NSS",20,6.921875e-01
"Animation_360P-47cc","clipValue",60,6.510417e-03
"Animation_360P-47cc","convertRGBToHSI",0,NaN
"Animation_360P-47cc","convertRGBToLAB",40,1.671875e-01
"Animation_360P-47cc","convertRGBToLMS",0,NaN
"Animation_360P-47cc","convertRGBToYuv",0,NaN
"Animation_360P-47cc","convertYuvToRgb",60,1.875000e-02
"Animation_360P-47cc","gauDerivative",200,1.562500e-04
"Animation_360P-47cc","loadFileYuv",0,NaN
"Animation_360P-47cc","progressbar",1,0
"Animation_360P-47cc","rapique_basic_extractor",1080,2.408854e-02
"Animation_360P-47cc","RAPIQUE_spatial_features",40,8.535156e-01
"Animation_360P-47cc","saveFileYuv",0,NaN
"Animation_360P-4b4c","calc_RAPIQUE_features",1,5.526562e+01
"Animation_360P-4b4c","calc_RAPIQUE_features/deep_learning",20,3.953125e-01
"Animation_360P-4b4c","calc_RAPIQUE_features/temporal NSS",20,7.000000e-01
"Animation_360P-4b4c","clipValue",60,8.593750e-03
"Animation_360P-4b4c","convertRGBToHSI",0,NaN
"Animation_360P-4b4c","convertRGBToLAB",40,1.777344e-01
"Animation_360P-4b4c","convertRGBToLMS",0,NaN
"Animation_360P-4b4c","convertRGBToYuv",0,NaN
"Animation_360P-4b4c","convertYuvToRgb",60,2.109375e-02
